Intuition_Encoded,Age,Income,Employment_Status,High_Expectation,Industry_Experience,Highest_Degree_Ordinal,Hours_Learning_Weekly,Months_Programming,Money_Spent,Count_Learning_Methods,Count_Online_Resources,In-person Events,Listen_Podcasts,Youtube_Channels,Months_Finding_New_Job,Laid_Off_Potential,Replacable_Job_Potential,Study_Field_Computer-related,Study_Field_Not applicable,Study_Field_Other Science & Engineering,Study_Field_Others,Field_Working_Education,Field_Working_Others,Field_Working_Self-employed,Field_Working_Software development and IT,Field_Working_unemployed,Job_Status_Expecation(Objective2),Job_Status_Income(Objective1)
3.0,36.0,1.0,1.0,0.0,0.0,4.0,5.0,6.0,0.0,1.0,3.0,0.0,0.0,1.0,12.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3.0,24.0,1.0,1.0,0.0,0.0,6.0,4.0,36.0,13.0,2.0,2.0,0.0,0.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3.0,21.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.0,19.0,1.0,1.0,1.0,0.0,6.0,1.0,6.0,5.0,2.0,6.0,0.0,0.0,0.0,2.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.0,23.0,1.0,1.0,1.0,0.0,4.0,20.0,12.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,10.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.0,23.0,1.0,1.0,1.0,1.0,4.0,6.0,36.0,50.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3.0,23.0,1.0,1.0,1.0,0.0,4.0,20.0,8.0,20.0,2.0,4.0,0.0,0.0,9.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3.0,24.0,1.0,1.0,1.0,0.0,3.0,10.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,10.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.0,27.0,1.0,1.0,1.0,0.0,4.0,1.0,7.0,0.0,3.0,2.0,0.0,0.0,1.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.0,38.0,1.0,1.0,1.0,0.0,6.0,10.0,24.0,2000.0,3.0,5.0,1.0,0.0,4.0,12.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3.0,29.0,1.0,1.0,1.0,0.0,4.0,2.0,36.0,0.0,3.0,5.0,0.0,0.0,1.0,12.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3.0,28.0,1.0,1.0,1.0,1.0,4.0,4.0,12.0,12.0,2.0,6.0,0.0,1.0,11.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3.0,24.0,1.0,1.0,1.0,0.0,4.0,14.0,24.0,808.47,3.0,3.0,0.0,0.0,2.0,24.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3.0,25.0,1.0,1.0,0.0,0.0,4.0,10.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,5.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3.0,24.0,1.0,1.0,1.0,0.0,4.0,6.0,12.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
3.0,20.0,1.0,1.0,0.0,0.0,6.0,5.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3.0,21.0,1.0,1.0,1.0,0.0,5.0,4.0,6.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
3.0,37.0,1.0,1.0,0.0,0.0,2.0,20.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3.0,33.0,1.0,1.0,1.0,0.0,4.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3.0,28.0,1.0,1.0,0.0,0.0,4.0,1.0,12.0,0.0,4.0,6.0,0.0,0.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
1.0,25.0,1.0,1.0,1.0,0.0,4.0,14.0,1.0,35.0,1.0,3.0,0.0,0.0,1.0,24.0,9.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
3.0,30.0,1.0,1.0,0.0,0.0,0.0,60.0,6.0,15.0,1.0,3.0,0.0,0.0,3.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
3.0,30.0,1.0,1.0,0.0,0.0,6.0,5.0,0.5,150.0,2.0,5.0,0.0,1.0,6.0,4.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3.0,21.0,1.0,1.0,1.0,0.0,6.0,2.0,12.0,0.0,3.0,2.0,0.0,0.0,3.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.0,26.0,1.0,1.0,0.0,0.0,6.0,20.0,16.0,0.0,2.0,5.0,0.0,0.0,5.0,2.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3.0,25.0,1.0,1.0,1.0,1.0,6.0,10.0,0.0,30.0,2.0,7.0,1.0,0.0,3.0,24.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3.0,34.0,1.0,1.0,1.0,0.0,5.0,10.0,3.0,0.0,2.0,5.0,0.0,0.0,2.0,20.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.0,39.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.0,37.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.0,25.0,1.0,1.0,0.0,1.0,2.0,7.0,2.0,0.0,8.0,2.0,1.0,1.0,6.0,6.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3.0,42.0,1.0,1.0,0.0,0.0,4.0,7.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
3.0,25.0,1.0,1.0,0.0,0.0,4.0,15.0,3.0,364.0,3.0,4.0,0.0,0.0,1.0,3.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3.0,25.0,1.0,1.0,1.0,0.0,4.0,12.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3.0,23.0,1.0,1.0,1.0,1.0,4.0,4.0,30.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3.0,27.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3.0,27.0,1.0,1.0,1.0,0.0,6.0,4.0,12.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3.0,21.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.0,37.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3.0,22.0,1.0,1.0,1.0,0.0,4.0,50.0,8.0,0.0,4.0,9.0,0.0,0.0,11.0,12.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3.0,28.0,1.0,1.0,1.0,0.0,6.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.0,21.0,1.0,1.0,0.0,0.0,4.0,20.0,6.0,0.0,4.0,5.0,0.0,0.0,5.0,2.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
3.0,40.0,1.0,1.0,1.0,0.0,5.0,15.0,14.0,350.0,3.0,4.0,0.0,0.0,1.0,2.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.0,25.0,1.0,1.0,0.0,1.0,4.0,18.0,14.0,0.0,2.0,4.0,0.0,0.0,6.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
3.0,37.0,1.0,1.0,1.0,0.0,4.0,10.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,5.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.0,44.0,1.0,1.0,1.0,0.0,3.0,5.0,200.0,300.0,2.0,7.0,0.0,0.0,6.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,2.0,0.0,1.0,0.0,3.0,12.0,120.0,1000.0,2.0,6.0,1.0,0.0,1.0,24.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,20.0,1.0,0.0,1.0,0.0,5.0,35.0,24.0,0.0,3.0,4.0,0.0,0.0,4.0,24.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,21.0,1.0,0.0,1.0,0.0,6.0,5.0,7.0,0.0,1.0,3.0,0.0,0.0,1.0,24.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,37.0,2.0,0.0,1.0,0.0,4.0,12.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,40.0,2.0,0.0,1.0,0.0,6.0,25.0,6.0,500.0,3.0,4.0,0.0,1.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,23.0,1.0,0.0,1.0,0.0,4.0,40.0,9.0,200.0,7.0,13.0,1.0,1.0,13.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,33.0,1.0,0.0,1.0,0.0,6.0,40.0,8.0,500.0,3.0,7.0,0.0,1.0,2.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,49.0,2.0,0.0,0.0,0.0,4.0,1.0,50.0,0.0,5.0,7.0,1.0,0.0,1.0,24.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2
3.0,41.0,2.0,0.0,1.0,0.0,5.0,15.0,3.0,1200.0,1.0,6.0,0.0,0.0,3.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,26.0,2.0,0.0,1.0,0.0,6.0,80.0,3.0,1000.0,3.0,4.0,1.0,0.0,1.0,24.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,28.0,2.0,0.0,1.0,0.0,6.0,20.0,60.0,50.0,1.0,5.0,1.0,0.0,2.0,2.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2
3.0,22.0,1.0,0.0,1.0,0.0,4.0,7.0,2.0,30.0,1.0,4.0,0.0,1.0,2.0,24.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,29.0,2.0,0.0,1.0,0.0,4.0,30.0,11.0,0.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2
1.0,23.0,1.0,0.0,1.0,0.0,6.0,10.0,3.0,35.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,21.0,1.0,0.0,1.0,0.0,4.0,5.0,12.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,21.0,1.0,0.0,0.0,0.0,6.0,2.0,23.0,42.0,2.0,6.0,0.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2
3.0,23.0,1.0,0.0,0.0,0.0,4.0,42.0,2.0,0.0,2.0,10.0,0.0,0.0,4.0,6.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2
0.0,20.0,1.0,0.0,0.0,0.0,6.0,20.0,58.0,0.0,5.0,6.0,0.0,0.0,4.0,24.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2
3.0,24.0,1.0,0.0,1.0,1.0,3.0,35.0,5.0,40.0,3.0,5.0,0.0,1.0,3.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2
3.0,20.0,1.0,0.0,1.0,0.0,6.0,72.0,12.0,0.0,3.0,2.0,0.0,1.0,2.0,24.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,22.0,1.0,0.0,1.0,0.0,4.0,4.0,12.0,0.0,2.0,6.0,0.0,1.0,3.0,24.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,40.0,2.0,0.0,1.0,0.0,4.0,15.0,18.0,7000.0,4.0,5.0,0.0,0.0,1.0,24.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,46.0,2.0,0.0,1.0,0.0,2.0,4.0,4.0,30.0,3.0,2.0,0.0,0.0,1.0,5.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2
3.0,26.0,1.0,0.0,0.0,0.0,5.0,20.0,20.0,250.0,3.0,5.0,0.0,0.0,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2
3.0,22.0,1.0,0.0,0.0,0.0,4.0,14.0,14.0,200.0,3.0,4.0,0.0,0.0,1.0,10.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2
3.0,20.0,1.0,0.0,1.0,0.0,5.0,25.0,36.0,0.0,3.0,5.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2
3.0,0.0,2.0,0.0,1.0,0.0,1.0,20.0,18.0,150.0,1.0,6.0,0.0,0.0,6.0,12.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,30.0,2.0,0.0,1.0,0.0,4.0,25.0,3.0,25.0,3.0,5.0,0.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,27.0,1.0,0.0,1.0,0.0,4.0,10.0,9.0,250.0,1.0,5.0,0.0,0.0,2.0,4.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,59.0,2.0,0.0,0.0,0.0,4.0,20.0,40.0,400.0,2.0,4.0,0.0,0.0,4.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2
3.0,32.0,1.0,0.0,1.0,0.0,6.0,2.0,12.0,1000.0,3.0,7.0,0.0,0.0,4.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,25.0,1.0,0.0,0.0,0.0,4.0,10.0,2.0,50.0,2.0,2.0,0.0,0.0,2.0,12.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2
3.0,75.0,2.0,0.0,1.0,0.0,2.0,20.0,24.0,6000.0,5.0,4.0,1.0,1.0,7.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2
3.0,21.0,1.0,0.0,1.0,0.0,6.0,7.0,12.0,250.0,3.0,5.0,0.0,0.0,4.0,2.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2
3.0,23.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,250.0,2.0,6.0,0.0,1.0,5.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2
1.0,27.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,40.0,3.0,6.0,0.0,0.0,7.0,2.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2
3.0,43.0,2.0,0.0,1.0,0.0,4.0,35.0,6.0,1000.0,4.0,5.0,0.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,19.0,1.0,0.0,1.0,0.0,5.0,30.0,70.0,350.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,28.0,2.0,0.0,1.0,0.0,6.0,50.0,24.0,100.0,3.0,2.0,0.0,1.0,2.0,12.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,45.0,1.0,0.0,1.0,0.0,0.0,50.0,19.0,2290.0,5.0,5.0,0.0,0.0,7.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
1.0,25.0,1.0,0.0,0.0,1.0,4.0,2.0,69.0,0.0,2.0,5.0,1.0,0.0,4.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2
3.0,46.0,2.0,0.0,1.0,0.0,0.0,30.0,8.0,12000.0,5.0,6.0,0.0,0.0,6.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,29.0,1.0,0.0,1.0,0.0,2.0,20.0,3.0,0.0,1.0,5.0,0.0,0.0,1.0,4.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,25.0,1.0,0.0,1.0,0.0,4.0,24.0,3.0,500.0,2.0,6.0,0.0,0.0,1.0,24.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
0.0,22.0,1.0,0.0,1.0,1.0,0.0,8.0,42.0,130.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,22.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
1.0,17.0,1.0,0.0,1.0,0.0,6.0,1.0,55.0,0.0,2.0,4.0,0.0,0.0,1.0,24.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,44.0,2.0,0.0,1.0,0.0,2.0,6.0,18.0,100.0,3.0,3.0,0.0,0.0,1.0,6.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2
3.0,30.0,1.0,0.0,1.0,1.0,4.0,12.0,27.0,0.0,2.0,5.0,0.0,1.0,3.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,25.0,1.0,0.0,0.0,0.0,4.0,20.0,12.0,0.0,2.0,2.0,0.0,0.0,3.0,6.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2
3.0,30.0,2.0,0.0,1.0,0.0,6.0,40.0,2.0,0.0,3.0,5.0,0.0,0.0,1.0,6.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,29.0,2.0,0.0,1.0,0.0,6.0,9.0,2.0,400.0,1.0,6.0,0.0,0.0,6.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,35.0,2.0,0.0,1.0,0.0,3.0,5.0,7.0,200.0,1.0,5.0,0.0,0.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
0.0,37.0,1.0,0.0,0.0,0.0,3.0,20.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,24.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2
3.0,52.0,1.0,0.0,1.0,0.0,3.0,30.0,4.0,15.0,1.0,3.0,0.0,0.0,1.0,12.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,33.0,2.0,0.0,1.0,0.0,3.0,5.0,36.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,24.0,1.0,0.0,1.0,0.0,4.0,30.0,5.0,0.0,2.0,8.0,0.0,1.0,1.0,6.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,32.0,2.0,0.0,1.0,0.0,4.0,16.0,36.0,0.0,4.0,7.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2
3.0,20.0,1.0,0.0,1.0,0.0,6.0,15.0,5.0,15.0,3.0,4.0,0.0,0.0,6.0,24.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,38.0,1.0,0.0,1.0,0.0,6.0,35.0,12.0,100.0,4.0,6.0,1.0,0.0,5.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,17.0,1.0,0.0,1.0,0.0,6.0,7.0,1.0,30.0,2.0,4.0,0.0,0.0,7.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2
3.0,25.0,1.0,0.0,1.0,0.0,4.0,30.0,36.0,300.0,3.0,4.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,24.0,1.0,0.0,1.0,0.0,3.0,60.0,60.0,0.0,2.0,9.0,0.0,0.0,10.0,2.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,23.0,1.0,0.0,0.0,0.0,4.0,1.0,48.0,0.0,1.0,3.0,0.0,0.0,4.0,24.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2
3.0,41.0,2.0,0.0,1.0,0.0,6.0,10.0,6.0,0.0,1.0,7.0,0.0,0.0,10.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2
3.0,26.0,1.0,0.0,0.0,0.0,4.0,7.0,16.0,500.0,2.0,8.0,0.0,0.0,4.0,6.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2
3.0,41.0,2.0,0.0,1.0,0.0,0.0,12.0,24.0,200.0,5.0,6.0,1.0,1.0,2.0,24.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,28.0,1.0,0.0,0.0,0.0,4.0,1.0,12.0,50.0,4.0,4.0,1.0,0.0,1.0,24.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2
3.0,33.0,2.0,0.0,1.0,0.0,3.0,35.0,9.0,20.0,5.0,5.0,0.0,0.0,8.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
1.0,29.0,1.0,0.0,1.0,0.0,4.0,3.0,48.0,200.0,3.0,4.0,0.0,0.0,4.0,24.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,40.0,2.0,0.0,1.0,0.0,6.0,10.0,6.0,200.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2
3.0,37.0,2.0,0.0,1.0,0.0,3.0,3.0,16.0,0.0,2.0,7.0,0.0,0.0,1.0,6.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2
3.0,56.0,2.0,0.0,1.0,0.0,4.0,30.0,3.0,12000.0,3.0,6.0,0.0,0.0,2.0,10.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2
3.0,30.0,1.0,0.0,0.0,0.0,4.0,15.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2
3.0,25.0,1.0,0.0,0.0,0.0,4.0,1.0,40.0,50.0,2.0,2.0,0.0,0.0,1.0,9.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2
